region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA56860,0,0,3,0,0,0,3,0,9,3,12,0,3,0,0,0,0,3,0,0,0,3,3,6,3,0,0,0,0,0,0,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,4,0,4,4,41,38,3,0,13,9,6,6,40,27,103,80,183
LGA56930,0,0,4,0,0,3,0,0,31,20,51,13,7,0,0,3,0,0,10,0,0,16,17,33,10,10,0,0,0,3,5,15,0,0,15,28,43,0,3,0,0,0,0,0,0,0,11,0,14,14,320,340,4,11,24,36,8,39,189,265,545,691,1236
LGA57000,0,0,0,0,0,0,0,0,5,5,10,5,0,0,0,0,0,0,4,0,0,5,4,9,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,13,6,13,6,19,395,122,41,15,72,23,6,14,370,108,884,282,1166
LGA57080,6,0,27,19,13,38,29,19,183,139,322,58,33,4,0,10,10,20,58,16,6,108,107,215,38,24,4,0,3,3,30,78,14,3,89,108,197,778,412,28,17,60,46,5,26,751,595,1622,1096,2718,5533,3808,426,256,1065,834,137,378,6414,4760,13575,10036,23611
LGA57140,3,0,0,0,6,5,0,0,25,17,42,8,4,3,0,3,0,3,5,0,0,17,9,26,3,3,0,3,0,0,3,10,0,3,6,19,25,3,0,0,0,0,0,0,0,3,3,6,3,9,230,229,19,21,45,44,15,36,120,100,429,430,859
LGA57210,0,0,3,6,10,19,3,3,53,57,110,28,22,0,0,0,6,6,32,4,0,38,60,98,23,6,0,0,4,0,10,43,5,0,42,49,91,0,3,0,0,0,0,3,0,5,10,8,13,21,1020,983,60,60,152,179,53,154,619,469,1904,1845,3749
LGA57280,3,0,6,5,7,20,4,0,41,35,76,8,5,3,0,0,0,9,15,3,0,23,20,43,9,0,0,0,0,0,6,11,0,5,15,16,31,54,30,3,3,9,8,3,3,59,31,128,75,203,4357,2450,359,162,817,375,89,173,4232,2383,9854,5543,15397
LGA57350,0,0,4,0,4,14,0,0,19,24,43,11,7,0,0,0,0,3,8,0,0,14,15,29,3,3,0,0,3,3,3,11,0,0,9,17,26,0,0,0,0,0,0,0,0,0,5,0,5,5,233,231,17,15,35,31,10,54,91,84,386,415,801
LGA57420,0,0,4,0,3,5,3,0,37,20,57,6,3,0,0,0,0,3,8,3,0,12,11,23,0,3,0,0,0,0,3,12,3,0,6,15,21,3,4,0,0,0,0,0,0,6,10,9,14,23,544,417,41,23,106,57,15,48,368,173,1074,718,1792
LGA57490,30,23,103,88,115,469,26,13,998,1170,2168,527,366,15,12,48,66,143,494,9,18,742,956,1698,267,128,10,0,19,34,171,558,18,11,485,731,1216,77,92,4,7,19,16,5,31,116,118,221,264,485,18739,19940,1190,1503,2912,3864,826,2725,14289,12242,37956,40274,78230
LGA57560,3,0,3,5,3,17,6,6,64,57,121,13,9,3,0,4,0,3,6,4,0,27,15,42,3,0,0,0,0,3,6,9,0,0,9,12,21,126,35,4,4,18,9,3,3,98,49,249,100,349,8250,4100,629,223,1378,592,111,145,6774,3129,17142,8189,25331
LGA57630,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,3,46,46,5,0,17,6,3,4,20,10,91,66,157
LGA57700,5,0,6,7,21,37,3,3,115,116,231,63,31,0,4,3,5,14,49,3,0,83,89,172,24,10,0,0,0,0,17,57,3,3,44,70,114,12,13,0,0,3,9,3,3,15,19,33,44,77,3509,3635,195,201,439,536,98,282,2270,1962,6511,6616,13127
LGA57770,0,0,5,0,4,5,0,0,65,45,110,29,12,0,0,0,0,11,7,0,0,40,19,59,14,3,0,0,0,0,0,4,0,0,14,7,21,28,36,4,0,0,4,0,0,42,59,74,99,173,671,613,31,26,75,61,22,40,215,202,1014,942,1956
LGA57840,10,13,33,72,32,196,23,33,347,514,861,201,155,4,5,14,47,53,302,20,31,292,540,832,172,95,4,0,14,29,118,595,7,43,315,762,1077,155,152,4,4,12,14,5,20,199,203,375,393,768,7558,7627,420,452,1160,1852,322,1548,7615,6711,17075,18190,35265
LGA57910,70,46,218,347,255,1178,96,116,2361,3023,5384,1295,827,39,37,123,209,304,1421,59,80,1820,2574,4394,841,393,21,13,54,142,458,2072,40,97,1414,2717,4131,290,362,15,16,19,63,7,90,454,464,785,995,1780,36306,36969,1917,2466,5825,8544,1634,7313,32461,28164,78143,83456,161599
LGA57980,5,8,21,29,19,82,13,19,173,233,406,79,45,10,3,12,21,17,103,6,16,124,188,312,57,34,3,0,3,12,35,157,6,12,104,215,319,70,76,0,0,5,14,0,11,122,181,197,282,479,3065,3246,198,213,555,768,127,559,3436,3439,7381,8225,15606
LGA58050,15,10,93,113,100,352,40,13,818,911,1729,428,242,7,9,25,68,109,412,14,14,583,745,1328,209,111,5,5,16,22,122,504,12,14,364,656,1020,100,98,3,7,9,21,5,32,116,119,233,277,510,19978,20965,1156,1573,2913,4231,654,2557,15638,13452,40339,42778,83117
LGA58190,0,0,0,0,0,6,3,0,6,10,16,0,0,0,0,0,0,0,6,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,83,78,5,3,19,4,0,12,57,28,164,125,289
LGA58260,3,0,6,0,0,0,0,0,18,0,18,3,3,0,0,0,0,4,9,0,0,7,12,19,0,3,0,0,0,0,9,6,0,0,9,9,18,0,0,0,0,0,0,0,0,5,6,5,6,11,155,124,19,7,22,12,13,24,74,72,283,239,522
LGA58330,0,0,8,10,3,23,9,3,69,53,122,20,9,4,0,6,3,0,18,0,0,30,30,60,13,5,0,0,0,0,5,10,3,0,21,15,36,3,7,0,3,0,0,0,3,3,6,6,19,25,934,1023,50,51,182,200,39,111,493,391,1698,1776,3474
LGA58400,0,0,0,0,0,3,0,0,4,6,10,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,3,0,3,78,67,9,0,20,7,3,12,49,31,159,117,276
LGA58470,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,55,46,12,0,10,6,6,0,52,44,135,96,231
LGA58510,15,11,31,61,32,166,36,22,275,402,677,163,140,5,4,31,42,63,298,24,20,286,504,790,145,93,9,6,22,44,122,592,13,37,311,772,1083,133,95,0,0,11,8,0,16,196,222,340,341,681,5701,5534,424,387,1162,1439,313,1421,6940,5593,14540,14374,28914
LGA58540,0,0,0,0,5,0,5,0,18,3,21,4,3,0,0,0,0,3,3,0,0,7,6,13,3,3,0,0,0,0,3,0,0,0,6,3,9,4,4,0,0,0,0,0,0,6,7,10,11,21,198,195,7,12,28,22,14,13,159,66,406,308,714
LGA58570,5,3,19,31,35,151,41,17,268,344,612,145,80,3,7,12,16,54,208,33,26,247,337,584,109,53,3,3,7,14,62,305,16,19,197,394,591,66,74,7,6,5,19,9,5,363,334,450,438,888,4924,4968,318,346,1010,1188,235,968,7433,6174,13920,13644,27564
LGA58610,3,0,6,7,6,6,3,0,28,18,46,10,7,0,0,0,4,4,14,4,0,18,25,43,4,0,0,0,3,6,9,32,0,0,16,38,54,0,6,0,0,0,0,0,0,9,7,9,13,22,365,380,35,24,55,63,27,85,222,157,704,709,1413
LGA58680,0,0,0,0,0,0,4,0,8,5,13,4,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,3,0,21,11,3,9,49,29,188,164,352
LGA58760,27,27,83,106,113,480,22,9,1105,1256,2361,515,317,12,5,32,46,140,545,17,13,716,926,1642,298,149,8,5,26,30,176,706,8,25,516,915,1431,146,192,4,9,22,32,15,58,140,157,327,448,775,28728,30185,1349,1942,3286,5159,832,3362,20076,17825,54271,58473,112744
LGA58820,0,0,3,4,3,13,3,4,44,49,93,27,4,0,0,0,3,6,18,4,0,37,25,62,6,6,0,0,0,0,9,38,0,0,15,44,59,0,3,0,0,0,0,0,3,3,3,3,9,12,701,724,49,66,126,120,35,129,429,336,1340,1375,2715
LGA58890,0,0,0,0,3,0,0,0,15,14,29,10,4,0,0,0,0,4,4,0,0,14,8,22,7,0,0,0,0,0,3,0,0,0,10,0,10,0,5,0,0,0,0,0,0,0,0,0,5,5,216,222,13,7,25,15,10,20,83,61,347,325,672
LGA59030,0,0,0,0,0,3,0,0,3,3,6,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,84,59,7,0,17,6,3,6,41,22,152,93,245
LGA59100,0,0,0,0,0,6,0,0,3,10,13,4,0,0,0,3,0,0,3,0,0,7,3,10,3,3,3,0,3,0,0,5,0,0,9,8,17,0,0,0,0,0,0,0,0,0,6,0,6,6,146,149,15,13,22,22,9,26,75,51,267,261,528
LGA59170,0,0,3,0,0,8,0,0,10,16,26,6,3,0,0,3,0,0,3,0,0,9,6,15,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,9,3,12,15,216,211,7,12,29,30,3,23,120,69,375,345,720
LGA59250,0,0,0,0,0,0,4,0,4,0,4,0,3,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,8,11,8,19,572,119,59,21,135,39,16,20,663,248,1445,447,1892
LGA59310,0,0,0,0,0,4,0,0,6,12,18,11,5,0,0,0,0,3,11,0,0,14,16,30,4,0,0,0,0,0,0,13,0,3,4,16,20,0,0,0,0,0,0,0,0,4,8,4,8,12,284,273,23,22,47,34,9,41,181,145,544,515,1059
LGA59320,0,0,3,0,0,6,0,0,6,6,12,3,0,0,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,93,6,6,17,14,0,6,35,27,147,146,293
LGA59330,0,0,3,0,0,3,0,0,8,8,16,6,0,0,0,3,3,3,4,0,0,12,7,19,0,0,0,0,0,0,0,8,0,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,105,114,7,6,18,18,9,27,65,42,204,207,411
LGA59340,3,0,5,3,10,17,3,3,64,56,120,13,9,0,0,4,0,9,10,3,6,29,25,54,3,4,0,0,0,0,10,4,3,4,16,12,28,56,48,0,0,9,8,0,5,137,113,202,174,376,2517,2133,158,123,428,330,86,141,2105,1712,5294,4439,9733
LGA59350,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,9,218,51,15,12,33,3,0,3,214,95,480,164,644
LGA59360,0,0,3,0,4,4,3,0,17,9,26,3,7,0,0,0,3,3,3,0,0,6,13,19,5,0,0,0,0,3,0,0,3,0,8,3,11,0,0,0,0,0,0,0,0,10,5,10,5,15,601,282,66,30,117,54,13,21,540,192,1337,579,1916
LGA59370,0,0,5,3,3,18,3,0,61,58,119,25,12,3,0,8,0,3,21,4,3,43,36,79,7,4,0,0,0,4,8,27,0,0,15,35,50,5,4,0,0,0,0,0,3,4,0,9,7,16,739,760,36,38,119,146,34,133,363,297,1291,1374,2665
LGA59399,0,0,0,0,0,6,0,0,11,14,25,4,5,0,0,0,0,0,4,0,0,4,9,13,3,0,0,0,0,0,0,4,0,0,3,4,7,255,9,9,0,32,0,8,0,120,19,424,28,452,1558,136,74,6,220,31,21,18,1126,145,2999,336,3335
LGA60210,3,0,8,8,10,33,11,4,102,97,199,38,26,3,0,5,3,18,54,3,0,67,83,150,30,9,0,5,4,3,26,52,4,3,64,72,136,3,0,0,0,4,0,0,0,3,5,10,5,15,1248,1236,96,82,338,294,113,257,738,573,2533,2442,4975
LGA60410,4,0,14,12,9,52,3,0,107,109,216,40,19,0,0,0,5,13,47,4,6,57,77,134,15,10,3,0,0,3,18,74,0,3,36,90,126,0,0,0,0,0,3,0,3,0,0,0,6,6,2407,2439,205,243,451,627,118,401,2210,2226,5391,5936,11327
LGA60610,7,9,20,24,28,137,12,9,251,316,567,103,72,7,3,13,10,22,158,9,13,154,256,410,71,35,3,0,4,9,60,204,5,6,143,254,397,12,16,3,0,0,0,0,0,16,17,31,33,64,3456,3543,235,305,629,835,202,846,2650,2553,7172,8082,15254
LGA60810,8,10,18,24,50,168,6,8,317,391,708,152,90,5,3,0,19,54,158,14,8,225,278,503,84,49,0,4,3,10,47,216,3,7,137,286,423,8,4,0,0,0,3,0,0,13,14,21,21,42,4263,4364,249,302,644,913,257,939,2457,2091,7870,8609,16479
LGA61010,0,0,6,6,6,12,3,0,42,29,71,12,4,0,0,0,0,5,12,0,0,17,16,33,3,0,3,0,0,0,8,10,3,0,17,10,27,0,0,0,0,0,0,0,0,3,3,3,3,6,472,449,39,32,118,73,38,89,297,203,964,846,1810
LGA61210,3,0,9,8,22,41,9,4,107,101,208,32,18,3,0,0,4,13,42,0,3,48,67,115,30,11,0,0,0,3,20,65,0,0,50,79,129,3,5,0,0,0,3,0,3,11,21,14,32,46,1565,1554,121,99,260,251,92,275,1018,836,3056,3015,6071
LGA61410,12,14,39,67,90,331,26,24,673,819,1492,367,209,7,3,21,43,118,438,4,16,517,709,1226,233,148,8,6,8,29,151,569,3,25,403,777,1180,21,24,3,3,4,8,0,0,18,49,46,84,130,9997,10030,612,771,1597,2343,581,2125,6838,6047,19625,21316,40941
LGA61510,5,0,14,7,24,63,4,0,127,123,250,39,27,0,0,12,6,22,60,0,0,73,93,166,18,15,0,0,3,0,17,72,3,3,41,90,131,0,0,0,0,0,0,0,0,3,3,3,3,6,1764,1768,147,129,353,345,118,356,1450,1189,3832,3787,7619
LGA61610,3,8,28,30,39,209,14,15,334,446,780,185,110,5,0,24,18,40,220,9,7,263,355,618,112,62,7,0,6,11,69,347,14,14,208,434,642,9,3,0,0,0,7,0,0,13,13,22,23,45,4395,4474,297,392,855,1201,283,1212,3170,2910,9000,10189,19189
LGA61810,3,3,6,6,11,46,7,0,109,118,227,61,36,6,0,4,4,14,70,5,0,90,110,200,20,12,0,0,0,0,19,70,0,4,39,86,125,3,0,3,0,0,3,0,0,0,5,6,8,14,1410,1402,85,74,262,266,91,301,771,636,2619,2679,5298
LGA62010,0,0,0,0,0,3,3,0,11,7,18,3,8,0,0,0,0,0,3,0,0,3,11,14,3,0,0,0,0,3,3,3,0,0,6,6,12,0,0,0,0,0,0,0,0,3,0,3,0,3,169,149,21,6,31,42,12,27,118,75,351,299,650
LGA62210,0,3,6,3,11,42,3,4,92,93,185,27,19,0,0,7,3,16,55,3,4,53,81,134,24,10,0,0,0,4,15,43,0,0,39,57,96,0,3,3,0,0,0,0,0,6,18,9,21,30,1230,1232,102,99,246,263,78,262,882,745,2538,2601,5139
LGA62410,3,0,7,6,10,35,11,0,93,78,171,23,12,0,0,3,3,14,29,4,5,44,49,93,17,9,3,0,4,3,13,48,3,0,40,60,100,10,9,0,0,0,3,0,0,10,16,20,28,48,926,902,70,62,211,208,70,194,524,345,1801,1711,3512
LGA62610,14,13,57,79,85,386,21,29,567,819,1386,282,196,8,7,29,44,112,396,23,17,454,660,1114,167,72,0,7,21,21,135,538,8,24,331,662,993,12,16,0,3,3,0,0,7,15,18,30,44,74,6924,6999,576,779,1638,2384,585,2208,7161,6321,16884,18691,35575
LGA62810,12,10,42,75,77,284,28,36,537,705,1242,325,227,9,4,34,42,87,368,21,55,476,696,1172,223,119,3,0,18,31,151,718,30,50,425,918,1343,110,118,3,3,8,3,3,13,193,217,317,354,671,8761,8733,536,577,1665,2255,469,1995,9305,8635,20736,22195,42931
LGA63010,4,5,21,13,20,68,15,0,210,177,387,90,47,3,0,6,3,31,86,11,0,141,136,277,37,13,0,0,4,3,32,94,4,8,77,118,195,4,5,3,0,0,4,3,0,4,8,14,17,31,2900,2902,194,187,584,651,177,474,2003,1655,5858,5869,11727
LGA63210,3,0,5,6,13,7,11,0,88,45,133,21,15,0,0,7,3,11,23,3,3,42,44,86,12,8,0,0,0,0,11,44,5,0,28,52,80,16,15,0,0,0,0,0,0,9,11,25,26,51,1282,1306,90,67,242,225,68,193,794,632,2476,2423,4899
LGA63410,0,0,4,3,8,11,3,0,23,23,46,5,3,3,0,3,0,4,13,0,0,15,16,31,8,0,0,0,0,0,4,23,0,0,12,23,35,4,3,0,0,0,0,0,0,4,5,8,8,16,314,283,34,25,65,61,23,68,273,172,709,609,1318
LGA63610,10,4,33,49,43,174,8,16,390,477,867,221,118,0,4,19,31,44,216,17,12,301,381,682,121,50,3,0,6,18,77,291,3,24,210,383,593,15,20,0,0,0,5,0,3,42,36,57,64,121,6846,6965,287,391,995,1473,296,1109,3921,3783,12345,13721,26066
LGA63810,3,0,14,13,23,71,3,4,148,157,305,68,44,3,0,4,5,19,77,4,4,98,130,228,41,15,0,0,0,6,25,105,0,5,66,131,197,3,3,0,0,0,0,0,0,3,3,6,6,12,2045,2070,121,142,331,386,122,443,1115,911,3734,3952,7686
LGA64010,23,10,76,92,109,407,57,51,753,986,1739,381,279,4,7,41,45,147,510,33,45,606,886,1492,274,156,4,13,19,22,178,852,24,55,499,1098,1597,73,60,0,0,4,6,3,13,105,84,185,163,348,11097,11156,743,970,2161,3034,722,2826,10487,9409,25210,27395,52605
LGA64210,10,4,17,28,42,129,10,10,257,305,562,124,81,6,0,7,10,38,154,3,11,178,256,434,66,38,3,0,5,3,51,188,3,7,128,236,364,8,7,0,0,0,0,0,0,12,15,20,22,42,3933,3971,200,239,576,789,226,812,2186,2039,7121,7850,14971
LGA64610,7,3,12,11,31,70,5,4,210,183,393,77,41,7,6,0,7,20,66,0,4,104,124,228,31,16,3,0,0,4,38,91,5,8,77,119,196,9,3,0,0,3,3,0,0,10,9,22,15,37,2572,2547,150,152,443,466,154,465,1505,1272,4824,4902,9726
LGA64810,7,7,18,21,15,57,9,10,154,174,328,81,49,4,0,10,10,30,88,7,0,132,147,279,46,28,0,0,3,3,20,89,4,0,73,120,193,0,6,0,0,0,0,0,0,0,3,0,9,9,2395,2439,192,212,541,670,135,407,1747,1511,5010,5239,10249
LGA65010,3,0,6,9,5,34,5,3,56,62,118,23,14,3,3,0,4,12,24,7,0,45,45,90,5,3,0,0,0,0,7,32,5,7,17,42,59,8,7,0,0,0,3,3,0,4,3,15,13,28,1228,1232,76,65,241,208,68,184,779,586,2392,2275,4667
LGA65210,0,0,3,5,6,14,3,0,35,43,78,22,14,0,0,4,3,5,10,3,0,34,27,61,6,9,0,0,0,0,0,22,0,0,6,31,37,3,3,0,0,0,0,0,0,3,3,6,6,12,461,453,45,28,122,92,32,90,286,239,946,902,1848
LGA65410,4,0,18,13,21,107,8,4,200,239,439,103,68,3,0,3,5,41,103,3,5,153,181,334,62,20,4,0,0,8,32,138,3,3,101,169,270,4,0,0,0,4,3,0,0,9,9,17,12,29,2740,2727,193,198,482,559,169,602,1736,1466,5320,5552,10872
LGA65610,3,0,3,4,10,27,8,5,61,56,117,16,4,0,0,3,0,10,14,3,0,32,18,50,6,3,0,0,3,3,5,15,3,0,17,21,38,7,3,0,3,0,0,0,4,3,3,10,13,23,1009,814,87,50,210,182,57,145,923,627,2286,1818,4104
LGA65810,3,3,32,31,39,111,7,4,298,332,630,169,78,6,0,18,15,44,150,9,4,246,247,493,79,48,3,4,4,10,51,178,5,7,142,247,389,3,10,0,0,0,0,0,6,11,16,14,32,46,4673,4727,233,264,647,900,240,762,2470,2193,8263,8846,17109
LGA69399,0,0,0,0,3,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,4,0,0,5,3,18,10,28,211,68,18,6,50,31,12,6,134,44,425,155,580
LGA70200,11,4,11,13,24,68,9,13,116,152,268,46,20,0,3,7,11,30,70,12,4,95,108,203,12,8,0,3,3,6,21,69,0,6,36,92,128,157,156,3,9,39,36,7,23,196,261,402,485,887,4783,4772,388,355,912,1100,213,582,4620,4604,10916,11413,22329
LGA70420,0,3,5,0,7,24,3,7,37,50,87,12,5,3,0,3,0,3,18,0,3,21,26,47,3,3,0,0,0,0,3,15,0,4,6,22,28,24,20,0,0,3,5,3,0,35,53,65,78,143,1428,1347,93,108,205,183,65,225,1114,1053,2905,2916,5821
LGA70540,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0,0,3,6,0,12,32,14,64,54,118
LGA70620,0,0,0,0,0,10,3,3,15,21,36,9,6,3,0,0,0,0,6,0,4,12,16,28,6,3,0,0,0,0,0,8,0,5,6,16,22,7,3,0,0,0,0,0,3,12,17,19,23,42,941,746,41,48,79,58,13,105,662,449,1736,1406,3142
LGA70700,0,0,4,0,0,0,0,3,9,3,12,4,0,0,3,0,0,0,0,4,0,8,3,11,3,0,0,0,0,0,0,4,0,0,3,4,7,13,11,0,0,0,4,0,0,5,18,18,33,51,295,284,30,31,106,71,14,24,239,203,684,613,1297
LGA71000,15,7,66,53,60,190,53,22,565,469,1034,185,92,4,3,40,24,51,221,30,19,310,359,669,79,22,3,3,4,16,64,176,18,5,168,222,390,320,327,27,7,33,33,11,38,630,646,1021,1051,2072,14519,13911,1030,1022,2801,3092,536,1670,15267,12321,34153,32016,66169
LGA71300,0,0,3,0,0,20,0,5,14,25,39,4,0,0,0,0,0,3,9,0,0,7,9,16,0,0,0,0,0,0,3,8,0,0,3,8,11,0,0,0,0,0,0,0,0,3,3,3,3,6,1596,1582,61,85,77,86,66,307,1323,1118,3123,3178,6301
LGA72200,9,3,3,8,14,30,5,3,75,75,150,23,8,0,0,8,3,4,21,8,0,43,32,75,0,0,0,0,0,4,9,20,0,0,9,24,33,29,30,3,0,0,3,0,4,40,40,72,77,149,1991,1974,125,133,373,353,81,213,1639,1486,4209,4159,8368
LGA72300,10,0,9,12,4,34,12,3,125,103,228,42,22,3,0,8,3,21,22,7,4,81,51,132,14,8,3,0,0,9,3,21,3,0,23,38,61,31,38,0,0,3,3,0,5,21,42,55,88,143,3864,3972,291,227,814,712,103,268,3725,2377,8797,7556,16353
LGA72330,0,3,3,0,5,16,3,3,25,28,53,3,3,0,0,0,3,4,7,3,0,10,13,23,3,3,3,0,0,0,0,3,4,0,10,6,16,91,85,3,0,10,6,4,11,78,125,186,227,413,1430,1190,131,101,97,110,58,202,1051,904,2767,2507,5274
LGA72800,4,7,21,11,12,51,3,0,102,107,209,24,8,3,3,3,10,12,41,5,0,47,62,109,9,8,0,0,5,3,8,34,0,0,22,45,67,21,29,3,3,3,0,4,8,16,29,47,69,116,4222,4413,315,395,744,992,109,399,4500,4078,9890,10277,20167
LGA73600,0,3,7,0,10,14,5,3,60,29,89,7,3,0,3,3,0,5,8,3,0,18,14,32,0,0,3,0,3,0,3,10,0,0,9,10,19,24,20,3,0,3,6,0,0,24,28,54,54,108,1615,1498,108,81,216,169,93,165,1020,844,3052,2757,5809
LGA74050,0,0,0,0,6,0,0,0,12,0,12,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,349,13,34,36,15,23,65,544,411,987,874,1861
LGA74500,0,0,4,0,4,17,10,3,26,27,53,4,4,0,0,3,0,3,3,3,0,13,7,20,3,0,0,0,0,0,0,4,0,3,3,7,10,17,15,0,0,3,8,0,0,31,39,51,62,113,1078,985,54,53,138,109,54,143,1089,1031,2413,2321,4734
LGA74560,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,4,6,41,30,3,7,47,37,168,151,319
LGA74660,3,0,0,0,3,10,3,0,18,21,39,5,5,0,0,0,0,0,4,3,0,8,9,17,6,4,0,0,4,0,0,0,0,0,10,4,14,103,103,0,0,12,8,3,5,64,92,182,208,390,1686,1539,95,79,162,149,52,159,1211,882,3206,2808,6014
LGA79399,3,3,3,3,3,19,0,3,30,36,66,8,0,3,0,3,0,10,10,0,0,24,10,34,4,0,0,0,0,0,3,6,0,0,7,6,13,308,278,3,6,18,23,8,11,213,223,550,541,1091,2895,2026,225,105,494,309,63,118,2446,1455,6123,4013,10136
LGA89399,72,67,239,373,320,1315,119,123,2914,3516,6430,1526,983,33,23,121,222,374,1548,76,79,2130,2855,4985,983,541,22,20,55,146,538,2354,44,89,1642,3150,4792,637,634,16,15,43,62,15,101,879,947,1590,1759,3349,69166,68675,3465,4143,9108,14035,2292,9144,60090,53217,144121,149214,293335
LGA99399,0,0,0,0,3,4,3,0,10,13,23,6,0,0,0,0,0,3,6,0,3,9,9,18,4,0,0,0,0,0,0,0,0,0,4,0,4,7,8,0,3,0,3,0,3,7,6,14,23,37,1000,547,55,24,87,59,17,47,866,283,2025,960,2985
