region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA21450,2546,27603,2368,45305,255,2617,1860,20087,513,25333,0,3,0,11,0,11,126,14,14,87,6,246,210,36,3,24,5,283,1269,382,219,669,57,2596,4689,2018,1639,11939,490,20776,132,7,28,3,0,170,101,30,7,121,13,272,725,255,164,1020,43,2204,163,53,21,129,14,382,157,22,16,40,3,236,157,27,18,5,4,206,733,439,270,3694,102,5237,846,325,130,809,43,2155,6,0,0,0,0,6,44,3,3,12,3,63,24,9,0,12,3,46,163,68,34,97,10,368,129,20,9,10,16,176,201,105,70,23,9,411,218,49,25,78,4,378,53,10,4,25,0,89,1032,487,348,2896,91,4856,152,47,8,27,3,241,141,27,18,4,7,200,83,16,23,6,3,132,73,18,4,41,5,134,21,8,4,0,4,32,15,8,3,0,5,32,148,40,23,116,5,327,1262,319,200,347,51,2188,242,116,59,1156,2155,3731,13570,7578,5224,43488
LGA21610,8145,73846,10339,175505,2507,7685,5334,50059,1826,67405,13,11,11,118,0,152,4911,102,103,180,172,5470,1898,214,70,134,55,2368,3516,848,515,1277,144,6305,16524,5791,4231,28825,1751,57126,2499,48,176,29,126,2866,1308,92,71,265,59,1795,2481,659,389,2715,161,6416,2079,381,164,661,76,3351,1594,116,73,145,37,1968,6112,145,110,58,135,6559,2896,1126,709,8453,352,13533,4522,1250,513,2589,253,9121,57,0,4,0,3,69,962,119,23,70,34,1202,411,43,17,35,9,517,990,276,132,376,35,1813,1245,94,98,27,70,1531,947,267,189,79,35,1517,1982,145,109,168,48,2447,654,71,45,77,29,878,3875,1309,947,6858,295,13290,2586,142,82,79,72,2961,5233,166,86,82,126,5698,1032,92,96,21,18,1269,1132,70,57,125,40,1432,1280,89,36,25,47,1473,1106,20,11,11,59,1205,469,93,56,297,16,929,22483,1406,792,1204,964,26850,3979,495,335,2925,8815,16550,103283,23365,15584,107967
LGA21670,400,9427,815,12247,11,255,219,5288,163,5933,0,0,0,8,0,8,12,3,0,56,3,74,7,4,0,0,0,10,110,22,16,52,4,201,591,246,199,3520,187,4748,12,0,5,0,3,19,3,3,0,28,0,32,69,27,10,242,8,356,26,5,8,15,0,50,15,0,3,3,0,24,12,5,0,0,0,15,99,50,27,942,21,1144,48,29,10,213,8,312,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,9,15,8,0,7,0,26,10,4,3,0,0,14,13,10,9,4,3,33,18,3,3,7,0,25,7,0,0,3,0,14,105,67,32,946,17,1173,9,3,0,3,0,14,4,0,0,0,0,4,4,0,0,7,0,11,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,28,0,62,108,21,15,65,10,222,30,28,4,336,270,669,1369,796,569,11779
LGA21750,541,15809,924,19997,49,503,354,8365,248,9522,0,0,0,12,0,12,57,3,0,16,5,73,15,0,3,4,4,27,152,57,31,110,13,353,765,370,324,5663,216,7344,7,0,6,0,0,15,15,8,4,49,0,78,112,31,29,429,16,619,36,12,0,18,4,69,33,0,5,10,0,50,10,0,0,5,0,17,110,98,73,2352,77,2716,160,44,4,223,13,442,0,0,0,0,0,0,7,4,0,3,0,14,5,0,0,0,0,4,19,15,3,11,0,56,38,6,9,5,0,61,34,34,11,10,0,86,49,3,0,20,0,74,13,4,0,7,0,20,204,147,80,1465,42,1945,17,4,0,4,3,29,3,0,0,0,0,3,11,7,3,0,0,22,5,0,0,8,0,15,0,0,0,0,0,0,29,0,0,0,3,28,24,11,7,50,0,85,216,37,35,140,14,433,47,12,24,519,671,1275,2242,1410,1005,19498
LGA21830,416,13360,855,16554,35,389,252,7154,200,8020,0,0,0,0,0,7,14,0,0,12,0,27,7,0,3,3,0,13,239,69,31,125,6,472,598,332,217,4440,124,5703,25,0,18,0,0,46,14,3,9,28,0,46,81,32,21,279,4,422,20,8,3,16,3,44,7,4,3,0,0,8,10,3,0,3,0,15,102,92,41,1868,48,2143,48,13,0,77,3,145,3,0,0,0,0,3,4,3,0,9,0,14,0,0,0,0,0,0,7,4,4,4,0,23,24,0,0,4,0,29,87,14,5,3,0,114,12,5,3,8,3,27,10,0,3,3,0,17,150,123,60,1324,33,1695,17,0,0,3,0,21,4,3,3,0,0,11,0,3,0,0,0,4,0,0,0,7,0,8,3,0,0,0,0,3,0,0,3,0,0,3,18,10,9,23,0,55,93,23,25,76,16,232,23,18,9,592,492,1135,1655,1151,722,16061
LGA21890,3886,42964,8115,122821,1104,3491,1985,21786,854,29219,13,23,0,234,17,278,5514,83,75,187,125,5980,832,72,22,83,19,1025,459,231,141,243,18,1101,4563,2504,1517,14408,786,23781,718,15,80,4,26,838,246,62,34,179,10,520,749,272,186,1485,56,2746,9552,830,340,1476,306,12499,222,43,27,58,12,365,2758,59,42,20,56,2925,1333,886,431,7735,283,10666,14175,1659,596,3291,492,20208,122,0,3,3,0,129,2428,214,115,151,108,3018,2645,203,63,192,77,3172,856,180,87,235,36,1407,233,29,14,21,9,313,355,114,100,26,7,602,461,88,63,138,12,762,167,23,31,63,0,292,1213,600,402,4111,130,6447,643,48,23,31,17,762,742,47,16,13,19,837,99,14,30,18,3,173,419,55,22,78,23,592,394,29,25,23,4,468,2108,21,30,17,92,2264,130,69,36,216,7,462,7905,712,440,843,271,10163,2087,210,159,1353,7851,11664,65245,12886,7135,58721
LGA22110,1474,27227,2162,37792,138,1168,852,15458,478,18091,0,5,3,117,15,145,115,5,9,85,3,228,26,0,0,3,0,36,470,125,86,230,16,919,2319,1139,828,10955,370,15616,74,4,19,3,4,94,29,7,3,80,0,126,399,98,77,1030,22,1629,74,38,6,48,0,160,32,11,0,13,0,57,52,8,4,20,3,89,319,207,134,3085,78,3825,448,120,33,548,20,1179,4,0,0,0,0,4,6,0,0,8,0,20,3,3,0,3,0,9,94,17,7,37,6,164,32,19,14,8,0,75,68,33,23,20,8,150,84,17,10,39,3,158,18,4,0,12,0,37,520,276,188,2631,78,3700,32,12,0,6,0,54,17,12,0,3,0,36,33,3,0,4,0,49,17,9,6,30,0,62,9,5,3,0,0,17,17,3,0,0,0,22,70,27,11,88,3,203,447,139,92,279,31,987,120,45,44,985,1488,2683,6086,3559,2452,35828
LGA22170,6085,57636,6292,109808,848,5204,3778,34434,1272,45538,9,6,0,53,7,76,812,51,50,146,52,1103,419,41,37,51,3,553,1609,413,268,573,69,2942,12330,4432,3462,21460,1235,42909,607,15,107,3,31,764,297,51,23,248,18,629,1482,438,246,1904,108,4177,970,173,70,362,33,1615,356,65,35,76,23,549,901,36,53,18,29,1031,2113,838,551,6741,243,10485,1544,539,201,1214,86,3587,48,0,3,3,0,48,219,33,21,17,18,309,55,8,4,5,0,70,315,96,61,146,21,644,709,72,55,21,52,914,639,191,132,48,31,1041,618,96,52,139,13,920,290,24,18,48,9,390,3091,1042,792,5173,259,10355,385,60,21,40,13,515,458,78,35,28,13,618,327,43,23,18,7,414,323,19,21,97,16,468,112,22,3,17,7,161,80,8,8,4,3,99,436,108,63,242,8,849,4466,742,456,781,176,6622,873,260,186,1998,6629,9944,37741,15204,10835,76108
LGA22250,299,9336,596,11378,19,245,175,5099,87,5621,0,0,0,34,0,33,12,3,0,7,0,24,3,0,0,0,5,13,56,18,12,23,3,114,274,207,159,3301,89,4034,8,0,3,0,0,16,5,3,3,19,0,28,44,22,14,292,12,382,14,3,3,10,0,24,5,0,0,0,0,13,3,0,0,0,0,8,33,41,22,973,21,1083,55,21,3,107,3,190,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,17,7,0,15,7,36,10,0,3,3,0,9,12,12,10,0,0,34,13,0,3,0,3,17,3,0,0,0,0,9,52,62,33,784,9,934,5,0,0,0,0,10,3,0,0,0,0,3,27,0,0,0,0,32,6,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,23,0,26,68,24,11,47,3,157,20,11,4,367,341,744,770,682,458,11120
LGA22310,5358,45608,7130,117199,1067,4818,3273,24566,729,34446,8,4,3,17,0,35,5339,110,134,127,89,5794,366,64,31,47,7,520,745,235,124,261,36,1399,6745,2930,2001,14812,556,27047,441,12,63,0,4,527,512,89,54,202,13,874,1806,456,256,1576,62,4155,5029,526,201,1141,145,7038,1232,139,54,145,22,1586,2785,68,51,25,31,2958,1444,753,495,7387,180,10259,2951,621,263,1513,99,5452,461,3,3,6,8,479,309,41,20,54,11,435,91,15,3,10,4,123,260,61,42,51,9,418,176,21,10,7,11,224,486,159,114,24,20,804,4559,592,326,594,53,6126,3687,195,132,187,70,4277,1580,648,482,4364,113,7182,456,33,13,15,12,533,944,58,57,33,12,1100,1966,108,62,10,28,2178,259,32,16,48,18,373,155,21,13,4,4,198,382,8,4,0,11,411,167,68,32,208,11,483,12300,1439,985,1373,280,16379,1488,195,252,1247,7193,10374,60196,14522,9569,60054
LGA22410,589,14962,1049,19249,41,479,383,8273,177,9355,0,4,4,49,0,51,36,3,3,43,0,86,12,0,0,0,0,16,205,52,39,90,3,391,758,398,294,5541,156,7149,53,0,19,0,3,78,16,3,6,15,0,39,107,47,34,784,29,1000,12,8,4,16,0,40,15,3,0,3,0,18,20,3,0,5,0,32,110,75,53,1614,33,1889,67,38,12,132,6,259,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,41,10,9,32,0,89,31,4,7,0,0,44,52,31,8,7,0,96,20,8,0,18,3,53,11,0,0,8,4,20,207,136,78,1521,40,1983,16,4,0,4,0,26,3,3,0,0,0,5,17,0,0,0,0,20,20,4,3,6,0,40,5,0,0,0,0,8,3,0,0,0,0,3,32,7,3,36,3,82,189,52,35,105,12,381,37,20,19,545,711,1338,2139,1392,1013,18847
LGA22490,587,9858,832,14278,51,581,411,6499,146,7685,0,0,0,3,0,4,9,0,0,26,0,39,61,13,8,14,0,96,240,92,57,144,5,532,945,462,374,3947,126,5855,10,3,0,3,0,20,14,0,7,28,3,54,203,61,43,351,11,668,26,11,11,8,0,61,43,12,3,6,0,64,4,7,0,0,0,11,176,121,54,1457,31,1841,127,54,9,210,8,405,3,0,0,0,0,0,0,0,0,0,0,7,19,4,4,0,0,28,52,16,8,21,3,98,3,0,0,3,0,9,55,15,11,5,0,84,43,19,7,18,6,92,22,4,4,5,0,29,230,123,77,1322,27,1772,53,11,3,5,7,71,3,0,3,0,0,3,4,7,0,0,0,14,23,3,0,9,3,42,0,0,0,0,0,4,7,0,0,0,0,7,20,6,6,44,7,85,217,64,40,139,13,476,52,24,17,338,470,898,2715,1713,1157,14605
LGA22620,2366,68133,4488,85781,161,2458,1510,39521,1006,44655,0,5,0,90,3,104,318,45,35,350,16,765,81,18,13,38,0,150,492,222,118,423,20,1271,2760,2131,1408,27415,1004,34705,170,3,41,15,8,237,62,16,11,219,7,315,466,241,143,2919,86,3858,160,71,17,123,9,381,58,27,3,31,5,127,144,27,12,5,4,195,536,490,269,9877,261,11431,403,229,86,1573,61,2358,11,0,3,3,0,19,9,5,3,12,0,36,15,0,3,3,0,26,112,54,23,74,3,261,85,19,14,22,9,149,166,109,48,43,4,377,121,40,16,101,3,285,44,15,3,28,0,85,688,458,330,6741,160,8374,71,21,11,33,0,141,102,13,15,11,0,136,74,28,9,6,3,116,36,16,11,113,4,186,22,4,0,3,0,27,37,0,3,0,0,41,90,55,23,249,13,429,930,284,169,662,49,2094,134,111,57,2513,3306,6119,8558,7215,4407,93216
LGA22670,3069,25546,9712,123965,1846,1990,1383,12376,674,18278,17,3,4,48,3,76,11268,40,91,95,352,11855,1205,65,14,27,32,1351,1181,143,94,180,44,1636,6161,1487,976,7753,639,17021,1248,6,87,3,53,1394,749,18,16,56,20,862,1179,171,98,626,56,2133,3468,301,116,391,122,4404,843,31,20,33,13,946,3960,38,43,18,92,4152,1061,318,206,2740,107,4430,3894,459,182,756,155,5449,65,0,0,0,0,65,969,85,19,33,59,1163,468,32,16,12,22,542,570,67,36,81,21,778,559,45,28,10,35,674,323,57,28,19,21,444,1406,48,33,39,34,1562,680,19,13,21,11,735,1293,318,229,1802,70,3714,3007,81,30,26,61,3208,3393,55,25,11,97,3581,292,21,24,8,4,352,746,12,16,32,45,855,1558,78,21,16,53,1736,10209,67,62,69,375,10782,111,18,16,64,3,212,23188,543,382,412,935,25457,4846,158,135,775,7374,13293,91763,6774,4443,28532
LGA22750,7950,111895,9338,183530,893,7060,4704,66338,1886,80881,12,6,4,149,5,179,1241,59,80,273,40,1692,2727,329,123,403,69,3659,2901,902,506,1377,105,5794,11359,5623,3928,42190,1644,64743,689,19,117,10,25,865,215,60,22,351,16,661,2541,679,391,4466,164,8242,954,216,54,407,47,1677,654,89,50,173,15,984,532,56,24,29,25,662,2178,1270,761,15794,432,20443,3964,968,337,2790,150,8213,70,0,0,8,3,84,162,32,22,76,12,301,1149,114,23,104,47,1439,579,172,67,245,20,1075,242,66,44,24,24,404,483,233,131,73,20,941,1439,222,115,421,43,2234,342,44,25,105,26,541,3080,1577,1043,11815,286,17798,1340,102,67,110,23,1641,194,23,12,25,0,259,287,51,40,25,7,407,489,97,74,154,9,825,306,50,9,15,15,389,334,6,11,14,13,377,464,135,103,446,15,1167,5313,978,551,1521,205,8570,1092,292,214,3950,7281,12832,48225,21530,13652,153881
LGA22830,1649,38614,3391,55082,323,1335,806,20619,572,23655,4,7,3,230,21,259,174,16,9,99,6,302,57,22,13,21,4,118,376,156,73,292,21,928,1590,1137,764,14423,511,18419,165,0,55,11,7,232,30,12,8,100,0,145,228,101,74,1303,21,1728,356,57,14,177,10,620,48,15,7,10,3,77,250,17,4,18,8,296,320,234,146,5092,124,5916,2271,436,160,1684,126,4680,10,0,0,4,0,12,15,4,0,4,0,21,163,16,3,70,3,257,38,25,12,31,3,103,85,24,20,10,10,151,113,55,34,19,5,227,79,22,6,49,6,165,32,6,4,15,3,56,430,299,166,3580,89,4566,60,10,0,13,3,88,45,5,4,0,0,59,50,0,3,10,0,62,43,12,4,50,6,112,541,30,24,8,19,618,11,0,0,0,5,14,31,16,8,108,3,169,1895,179,126,538,90,2820,349,74,64,1485,2443,4412,10182,4322,2614,50073
LGA22910,534,9518,872,13835,46,437,285,4801,174,5748,0,0,3,7,0,12,25,5,13,23,0,64,53,6,5,3,0,65,205,52,36,83,14,389,804,382,259,3389,119,4950,16,0,8,0,0,21,21,3,0,28,3,57,171,53,24,383,12,636,53,13,18,22,4,109,44,7,3,8,0,58,10,8,0,3,0,20,153,125,63,1529,33,1909,108,45,18,300,9,480,0,0,0,0,0,0,3,4,0,6,0,12,8,0,3,3,0,15,58,12,6,9,0,85,14,3,3,3,0,21,37,21,19,8,5,84,57,13,6,16,0,93,34,3,3,7,0,49,199,96,59,995,16,1363,51,7,0,6,3,66,3,3,0,0,0,8,12,3,0,3,0,21,5,3,0,8,0,26,3,0,0,0,0,6,0,0,0,0,0,0,30,6,7,52,0,91,229,52,47,133,13,470,43,14,14,346,592,1005,2495,1376,902,12174
LGA22980,136,5285,256,6256,0,102,80,2530,75,2791,0,0,0,11,0,11,0,0,0,7,0,12,3,0,0,3,0,0,32,6,3,11,0,54,165,108,70,1720,55,2114,21,0,3,0,0,28,5,0,4,11,3,28,35,15,21,816,10,897,19,3,0,3,0,27,9,0,0,0,0,9,3,0,0,0,0,3,13,15,14,369,10,420,10,4,0,36,0,49,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,7,6,5,5,3,0,16,0,0,0,3,0,3,0,0,0,0,0,0,33,22,10,394,8,462,5,3,0,4,0,15,0,0,0,0,0,0,17,3,0,0,0,19,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,52,3,16,35,0,108,15,9,0,169,144,339,449,302,226,6152
LGA23110,3328,31022,5411,80120,791,2673,1811,17372,622,23270,3,11,3,41,8,56,1828,53,62,64,52,2060,1101,96,59,148,33,1422,482,161,82,178,18,928,5043,1862,1388,10268,557,19116,1213,9,73,11,53,1356,190,33,18,113,9,360,871,180,104,991,41,2186,2489,298,113,516,103,3521,203,32,25,39,7,308,805,27,35,9,13,890,1196,530,272,4323,137,6450,3649,560,217,1123,172,5726,25,0,0,0,0,28,1852,250,62,83,106,2353,1253,104,21,65,57,1503,2774,314,156,592,95,3928,605,53,39,16,42,752,336,100,68,18,8,538,819,73,40,123,14,1069,166,26,11,42,0,247,1495,511,386,2850,104,5345,959,90,34,43,25,1149,165,23,14,3,5,206,114,25,17,8,3,166,244,19,10,46,14,326,131,14,3,6,0,158,1411,10,20,11,43,1491,168,56,26,131,5,384,5061,474,333,512,210,6590,1276,153,131,1021,3833,6419,38718,8820,5633,40766
LGA23190,402,14765,814,17745,20,325,234,7942,168,8687,3,0,0,25,0,28,34,9,0,18,0,62,12,3,0,3,0,14,93,50,30,91,11,283,394,303,217,5446,154,6510,20,0,3,0,0,22,3,4,3,58,0,65,82,59,30,1618,37,1828,35,10,0,14,0,61,8,0,0,6,0,14,44,0,0,0,0,47,56,60,41,1550,23,1730,159,46,16,269,11,498,0,0,0,0,0,0,10,0,0,11,0,22,0,0,0,0,0,0,13,3,0,6,0,24,8,4,0,3,0,12,20,12,3,3,0,37,15,3,3,22,3,45,4,3,0,4,0,10,85,87,42,1487,24,1722,12,0,0,3,0,13,10,3,0,4,0,13,10,3,0,3,0,15,3,0,0,10,0,11,5,0,0,3,0,6,7,0,0,0,0,7,9,14,0,45,5,77,157,34,26,119,18,349,24,18,10,560,510,1122,1355,1053,658,19323
LGA23270,4822,49764,8651,131182,2169,3826,2390,29512,953,38845,23,4,3,87,3,118,1383,34,35,116,44,1616,1345,134,49,120,47,1698,616,187,129,287,16,1236,6459,2560,1730,17358,855,28960,1877,24,125,16,82,2121,210,36,25,120,14,403,1068,305,174,1544,66,3153,2890,432,178,650,139,4279,314,42,20,52,8,432,2084,76,37,30,47,2278,1350,660,356,6489,175,9034,8636,1708,668,3565,377,14959,18,0,0,3,0,22,4165,547,166,162,252,5288,644,78,29,89,25,868,2948,531,316,863,124,4785,408,25,47,21,37,530,306,122,86,26,11,549,819,106,48,151,37,1163,160,19,20,23,15,241,1424,629,441,4119,130,6743,810,75,20,66,11,981,1882,35,23,11,51,2005,111,28,16,8,12,171,692,51,18,84,39,875,9890,607,310,191,435,11428,1419,15,13,6,75,1525,142,35,35,199,6,412,15808,776,462,697,700,18442,3394,353,219,1929,7124,13019,75464,14060,8188,68594
LGA23350,483,10437,855,13889,35,417,368,5989,141,6952,0,0,3,3,0,4,9,4,0,12,0,27,20,3,10,3,3,38,153,51,34,88,6,330,611,373,273,3839,126,5232,23,0,4,0,6,27,20,5,0,41,3,72,182,41,37,546,23,834,16,3,3,6,4,27,19,0,0,3,0,27,13,0,0,3,0,15,99,86,44,1556,29,1824,51,27,17,143,3,238,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,3,0,3,8,3,0,12,0,26,10,0,4,0,0,12,22,11,17,0,3,56,34,7,3,24,0,69,6,0,0,4,0,13,147,79,57,1046,26,1357,18,4,3,7,0,33,4,3,0,6,0,6,8,5,6,3,0,19,6,0,0,11,0,19,0,0,0,3,0,3,0,0,0,0,0,0,36,8,0,31,0,76,188,56,54,134,14,438,33,13,10,283,641,971,1777,1199,947,13802
LGA23430,5524,56885,7068,127540,974,4476,3422,32346,991,42199,4,6,3,34,0,44,4816,63,86,191,127,5287,717,52,21,72,5,876,1154,334,171,331,28,2018,9462,3484,2617,20283,859,36704,1207,13,116,5,29,1375,540,65,47,241,23,915,1448,346,270,1731,63,3853,6069,579,228,981,190,8046,519,66,26,48,12,681,3269,91,61,30,74,3532,2075,869,503,8423,245,12116,3803,731,296,1684,162,6683,135,0,3,5,3,143,478,47,23,48,31,634,125,20,6,13,4,166,456,83,67,135,16,767,451,45,41,23,29,586,624,145,160,42,22,994,1052,95,63,129,17,1357,982,44,24,33,16,1098,2264,780,627,5447,178,9286,587,51,10,34,12,698,1476,90,60,24,44,1692,565,57,39,13,3,678,419,40,23,78,11,567,770,44,11,10,62,896,1091,24,22,3,35,1174,238,76,50,237,11,606,9192,807,532,752,281,11565,1564,220,170,1560,5862,9376,58526,13843,9798,74986
LGA23670,6761,68886,6467,141408,979,5979,4052,41307,1106,53412,9,3,0,47,3,60,7560,89,143,239,145,8180,579,64,39,62,12,762,2273,603,358,805,66,4102,11401,4523,3241,23924,1066,44160,1023,11,88,9,65,1196,403,61,23,221,13,722,2561,582,274,2380,125,5923,1885,413,152,640,64,3156,780,113,54,103,9,1054,2727,96,59,30,73,2985,2010,912,541,7902,264,11639,3513,926,390,2161,192,7179,139,3,0,0,3,146,399,46,22,33,12,509,150,31,5,46,3,233,556,116,82,198,28,990,279,33,26,30,15,384,493,192,164,87,13,944,1059,107,68,133,24,1392,263,34,11,52,8,361,2519,1037,726,5991,183,10469,608,95,35,38,13,791,2089,102,87,44,63,2387,753,63,47,29,23,910,360,22,10,92,13,502,203,33,15,17,7,273,781,9,4,3,33,829,396,89,59,281,11,830,8050,808,568,848,279,10557,1368,222,159,2029,3967,7752,58168,17417,11502,89781
